OBJECTID *,Shape *,FID_points,FID_points,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags,lat,lon,FID_points_divided_MinimumBoundi1,FID_Dataset2SVISam_MinimumBoundi
229,点,1590,2609,12090385142, ,kerb, , , , , , ,"access=>""yes"",""kerb""=>""lowered"",""tactile_paving""=>""yes"",""tactile_paving:colour""=>""yellow""",22.299851,114.173285,1,1
230,点,1592,2535,11542491237, , ,crossing, , , , , ,"crossing=>""traffic_signals"",""crossing:markings""=>""zebra"",""crossing:markings:colour""=>""yellow"",""crossing:scramble""=>""separate"",""crossing:signals""=>""dedicated"",""kerb:both""=>""separate"",""road_marking""=>""separate"",""tactile_paving""=>""kerb"",""traffic_signals""=",22.299858,114.173487,1,1
231,点,1594,2611,12090385144, ,kerb, , , , , , ,"access=>""yes"",""incline""=>""up"",""kerb""=>""raised"",""tactile_paving""=>""no""",22.299869,114.173332,1,1
232,点,1597,2519,11542446281, ,kerb, , , , , , ,"access=>""yes"",""incline""=>""down"",""kerb""=>""raised"",""tactile_paving""=>""no""",22.299887,114.17343,1,1
233,点,1600,2605,12090385138, ,kerb, , , , , , ,"access=>""yes"",""kerb""=>""lowered"",""tactile_paving""=>""yes"",""tactile_paving:colour""=>""yellow""",22.299894,114.173477,1,1
234,点,1602,678,4275813689,龙成大药房 Lung Shing Dispensary, , , , , , , ,"addr:housenumber=>""28"",""addr:street""=>""加连威老道 Granville Road"",""amenity""=>""pharmacy"",""healthcare""=>""pharmacy"",""name:en""=>""Lung Shing Dispensary"",""name:zh""=>""龙成大药房"",""opening_hours""=>""Mo-Su 10:30-22:00""",22.299899,114.174036,1,1
235,点,1607,2606,12090385139, ,kerb, , , , , , ,"access=>""yes"",""kerb""=>""lowered"",""tactile_paving""=>""yes"",""tactile_paving:colour""=>""yellow""",22.299911,114.173344,1,1
236,点,1610,2534,11542491234, , ,crossing, , , , , ,"crossing=>""traffic_signals"",""crossing:markings""=>""zebra"",""crossing:markings:colour""=>""yellow"",""crossing:scramble""=>""separate"",""crossing:signals""=>""dedicated"",""kerb:both""=>""separate"",""road_marking""=>""separate"",""tactile_paving""=>""kerb"",""traffic_signals""=",22.299919,114.173376,1,1
237,点,1612,1337,4850730444,金轮大药坊, , , , , , , ,"addr:housenumber=>""30"",""addr:street""=>""加连威老道 Granville Road"",""shop""=>""chemist""",22.299924,114.17414,1,1
238,点,1613,2607,12090385140, ,kerb, , , , , , ,"access=>""yes"",""kerb""=>""lowered"",""tactile_paving""=>""yes"",""tactile_paving:colour""=>""yellow""",22.299925,114.173405,1,1
239,点,1614,873,4848017068,Lacoste, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""brand""=>""Lacoste"",""brand:wikidata""=>""Q309031"",""brand:wikipedia""=>""en:Lacoste"",""shop""=>""clothes""",22.299944,114.172211,1,1
240,点,1616,1854,7037886685, , , , , , , , ,"amenity=>""restaurant"",""name:en""=>""Daikiya""",22.299948,114.172836,1,1
241,点,1617,2577,11782663633,Believe, , , , , , , ,"shop=>""clothes""",22.299949,114.174245,1,1
242,点,1620,1259,4850604448,樱花荟 Zakura, , , , , , , ,"addr:street=>""加连威老道 Granville Road"",""name:en""=>""Zakura"",""name:zh""=>""樱花荟"",""shop""=>""chemist""",22.299954,114.173489,1,1
243,点,1624,1338,4850730445,野田, , , , , , , ,"addr:housenumber=>""32A"",""addr:street""=>""加连威老道 Granville Road"",""shop""=>""variety_store""",22.299963,114.1743,1,1
244,点,1627,736,4501623191,星巴克 Starbucks, , , , , , , ,"amenity=>""cafe"",""brand""=>""星巴克 Starbucks"",""brand:en""=>""Starbucks"",""brand:wikidata""=>""Q37158"",""brand:wikipedia""=>""zh:星巴克"",""brand:zh""=>""星巴克"",""cuisine""=>""coffee_shop"",""name:en""=>""Starbucks"",""name:zh""=>""星巴克"",""official_name""=>""Starbuc",22.299975,114.172743,1,1
245,点,1629,1339,4850730446,Cotton On, , , , , , , ,"addr:street=>""加连威老道 Granville Road"",""brand""=>""Cotton On"",""brand:wikidata""=>""Q5175717"",""shop""=>""clothes""",22.299985,114.174417,1,1
246,点,1630,872,4848017067,Omega, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""shop""=>""jewelry""",22.299988,114.172203,1,1
247,点,1631,2029,9255710321,乐健坊 Natures Village, , , , , , , ,"addr:housenumber=>""23A"",""addr:street""=>""加连威老道 Granville Road"",""level""=>""0"",""name:en""=>""Natures Village"",""name:zh""=>""乐健坊"",""opening_hours""=>""Mo-Sa 11:30-22:00;Su,PH 11:30-20:30"",""organic""=>""yes"",""phone""=>""+852 2770 5098"",""shop""=>""nutritio",22.299996,114.173667,1,1
248,点,1636,870,4848017065,周生生 Chow Sang Sang, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""brand""=>""周生生 Chow Sang Sang"",""brand:en""=>""Chow Sang Sang"",""brand:wikidata""=>""Q10920877"",""brand:wikipedia""=>""en:Chow Sang Sang"",""brand:zh""=>""周生生"",""brand:zh-Hans""=>""周生生"",""brand:zh-Hant""=>""周生生""",22.300024,114.172203,1,1
249,点,1637,2098,9887809822,金巴利道 Kimberley Road, ,bus_stop, , , , , ,"bus=>""yes"",""name:en""=>""Kimberley Road"",""name:zh""=>""金巴利道"",""network""=>""Citybus;Cityflyer"",""network:wikidata""=>""Q5124055;Q5124066"",""operator""=>""城巴 Citybus"",""operator:en""=>""Citybus"",""operator:wikidata""=>""Q5124055"",""operator:zh""=>""城巴"",""owner",22.300025,114.171883,1,1
250,点,1639,2099,9887809823,金巴利道 Kimberley Road, , , , , , , ,"bus=>""yes"",""name:en""=>""Kimberley Road"",""name:zh""=>""金巴利道"",""public_transport""=>""stop_position""",22.30003,114.171963,1,1
251,点,1640,563,3912040160,金巴利道 Kimberley Road, ,bus_stop, , , , , ,"bus=>""yes"",""local_ref""=>""N12"",""name:en""=>""Kimberley Road"",""name:zh""=>""金巴利道"",""network""=>""KMB"",""network:wikidata""=>""Q312243"",""operator""=>""九巴 KMB"",""operator:en""=>""KMB"",""operator:wikidata""=>""Q312243"",""operator:zh""=>""九巴"",""owner""=>""九巴 KMB",22.300032,114.171882,1,1
252,点,1641,899,4848052035,Clarks, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""brand""=>""Clarks"",""brand:wikidata""=>""Q1095857"",""brand:wikipedia""=>""en:C. & J. Clark"",""shop""=>""shoes""",22.300034,114.171736,1,1
253,点,1644,1341,4850730448,Maple, , , , , , , ,"addr:street=>""加连威老道 Granville Road"",""shop""=>""clothes""",22.300038,114.174636,1,1
254,点,1646,2495,11335109769, , , , , , , , ,"shop=>""department_store""",22.300049,114.172407,1,1
255,点,1648,1340,4850730447,6ixty8ight, , , , , , , ,"addr:street=>""加连威老道 Granville Road"",""clothes""=>""underwear"",""shop""=>""clothes""",22.300054,114.1747,1,1
256,点,1653,1342,4850730449,金凡潮汕菜, , , , , , , ,"addr:street=>""加连威老道 Granville Road"",""amenity""=>""restaurant""",22.300075,114.174783,1,1
257,点,1654,871,4848017066,Miramall, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""note:shop""=>""mall""",22.300076,114.172202,1,1
258,点,1656,1802,6824463598,惊安之殿堂 Don Don Donki, , , , , , , ,"level=>""-1"",""name:en""=>""Don Don Donki"",""name:yue""=>""惊安之殿堂"",""name:zh""=>""惊安之殿堂"",""shop""=>""supermarket""",22.300083,114.172242,1,1
259,点,1657,1343,4850730450,Namu, , , , , , , ,"addr:street=>""加连威老道 Granville Road"",""disused:shop""=>""clothes""",22.300093,114.17486,1,1
260,点,1658,2696,12757687929, , , ,LCSD YTM/20, , , , ,"circumference=>""1.44"",""denotation""=>""natural_monument"",""height""=>""17"",""natural""=>""tree"",""species""=>""Ficus microcarpa"",""species:zh""=>""榕树 Chinese Banyan""",22.300093,114.171896,1,1
261,点,1660,1321,4850718813,小伴台湾便当 Chubby Bento, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""amenity""=>""restaurant"",""name:en""=>""Chubby Bento"",""name:zh""=>""小伴台湾便当""",22.300105,114.173444,1,1
262,点,1662,898,4848052034,Geox, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""brand""=>""Geox"",""brand:wikidata""=>""Q588001"",""brand:wikipedia""=>""en:Geox"",""shop""=>""shoes""",22.300122,114.171729,1,1
263,点,1664,2590,11849679650,Carte Blanche, , , , , , , ,"phone=>""+852 2739 1960"",""shop""=>""yes"",""website""=>""https://carteblanche-hk.com""",22.300124,114.172396,1,1
264,点,1667,2579,11819629487,瑞生嘉威酒店 Soravit on Granville, , , , , , , ,"addr:housenumber=>""29A"",""addr:street""=>""加连威老道 Granville Road"",""addr:street:en""=>""Granville Road"",""addr:street:zh""=>""加连威老道"",""name:en""=>""Soravit on Granville"",""name:zh""=>""瑞生嘉威酒店"",""rooms""=>""80"",""tourism""=>""hotel"",""website""=",22.300136,114.174091,1,1
265,点,1670,2738,12771693772,G2000, , , , , , , ,"brand=>""G2000"",""brand:en""=>""G2000"",""brand:wikidata""=>""Q5512676"",""name:en""=>""G2000"",""shop""=>""clothes""",22.300149,114.172198,1,1
266,点,1672,1250,4850592338,A-Luxe, , , , , , , ,"addr:housenumber=>""35"",""addr:street""=>""信义街 Shun Yee Street"",""disused:shop""=>""jewelry""",22.300164,114.174367,1,1
267,点,1673,772,4538004591, , , , , , , , ,"addr:housenumber=>""16"",""addr:street""=>""金巴利道 Kimberley Road"",""name:en""=>""Lafayette Watch Gallery"",""opening_hours""=>""Mo-Su 13:30-20:00"",""shop""=>""department_store""",22.300165,114.173138,1,1
268,点,1675,1251,4850592339,Style, , , , , , , ,"addr:housenumber=>""35"",""addr:street""=>""加连威老道 Granville Road"",""shop""=>""clothes""",22.30017,114.17439,1,1
269,点,1678,1254,4850592342,Doma Lifestyle, , , , , , , ,"addr:housenumber=>""37"",""addr:street""=>""加连威老道 Granville Road"",""disused:shop""=>""yes""",22.300183,114.174442,1,1
270,点,1679,1252,4850592340,满足 Moon Zone, , , , , , , ,"addr:housenumber=>""35"",""addr:street""=>""加连威老道 Granville Road"",""level""=>""1"",""name:en""=>""Moon Zone"",""name:zh""=>""满足"",""shop""=>""massage""",22.300183,114.174377,1,1
271,点,1681,1253,4850592341,Basic, , , , , , , ,"addr:housenumber=>""37"",""addr:street""=>""加连威老道 Granville Road"",""disused:shop""=>""clothes""",22.30019,114.17447,1,1
272,点,1683,2030,9255784117,喵波士 Meow Boss, , , , , , , ,"addr:street=>""加连威老道 Granville Road"",""name:en""=>""Meow Boss"",""name:zh""=>""喵波士"",""shop""=>""yes""",22.300199,114.174506,1,1
273,点,1685,1255,4850604443,Head Gallery, , , , , , , ,"addr:housenumber=>""37"",""addr:street""=>""加连威老道 Granville Road"",""level""=>""1"",""shop""=>""hairdresser""",22.300202,114.174452,1,1
274,点,1687,1256,4850604445,BC, , , , , , , ,"addr:street=>""加连威老道 Granville Road"",""shop""=>""nutrition_supplements""",22.300206,114.174538,1,1
275,点,1692,2737,12771693771,Descent, , , , , , , ,"shop=>""clothes""",22.300216,114.172195,1,1
276,点,1695,565,3912040162,金巴利道 Kimberley Road, ,bus_stop, , , , , ,"minibus=>""yes"",""name:en""=>""Kimberley Road"",""name:zh""=>""金巴利道"",""network""=>""GMB"",""network:wikidata""=>""Q4389972"",""public_transport""=>""platform"",""route_ref""=>""606S"",""shelter""=>""no""",22.30023,114.172088,1,1
277,点,1696,1258,4850604447,香榭站 MM Station, , , , , , , ,"addr:street=>""加连威老道 Granville Road"",""name:en""=>""MM Station"",""name:zh""=>""香榭站"",""shop""=>""clothes""",22.300233,114.17465,1,1
278,点,1700,1257,4850604446,Phaya, , , , , , , ,"addr:street=>""加连威老道 Granville Road"",""shop""=>""clothes""",22.300242,114.174683,1,1
279,点,1704,1260,4850604449,歇脚亭 Sharetea, , , , , , , ,"addr:street=>""加连威老道 Granville Road"",""name:en""=>""Sharetea"",""name:zh""=>""歇脚亭"",""shop""=>""beverages""",22.300258,114.174748,1,1
280,点,1706,2721,12757687956, , , ,LCSD YTM/19, , , , ,"circumference=>""1.483"",""denotation""=>""natural_monument"",""height""=>""17"",""natural""=>""tree"",""species""=>""Ficus microcarpa"",""species:zh""=>""榕树 Chinese Banyan""",22.300264,114.171886,1,1
281,点,1709,661,4275435122, , , ,128, , , , ,"amenity=>""post_box"",""collection_times""=>""Mo-Fr 17:00; Sa 16:00"",""drive_through""=>""no"",""operator""=>""香港邮政 Hongkong Post"",""operator:en""=>""Hongkong Post"",""operator:wikidata""=>""Q196631"",""operator:wikipedia""=>""zh:香港邮政"",""operator:zh""=>""香港2",22.300275,114.172074,1,1
282,点,1714,2377,11134637062, , , , , , , , ,"amenity=>""telephone"",""operator""=>""PCCW"",""operator:wikidata""=>""Q1482052""",22.300293,114.172072,1,1
283,点,1719,1262,4850604451,Valerie, , , , , , , ,"addr:housenumber=>""43"",""addr:street""=>""加连威老道 Granville Road"",""shop""=>""pastry""",22.300304,114.174931,1,1
284,点,1722,869,4848017064,Coach, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""level""=>""1"",""shop""=>""clothes""",22.300316,114.172185,1,1
285,点,1724,1264,4850604453,Alena, , , , , , , ,"addr:housenumber=>""45"",""addr:street""=>""加连威老道 Granville Road"",""shop""=>""clothes""",22.300321,114.174999,1,1
286,点,1726,1249,4850592337,阳光24自助洗衣 Sunshine Self-Serve Laundry, , , , , , , ,"addr:street=>""信义街 Shun Yee Street"",""name:en""=>""Sunshine Self-Serve Laundry"",""name:zh""=>""阳光24自助洗衣"",""shop""=>""laundry""",22.300326,114.174326,1,1
287,点,1728,1263,4850604452,Loading.., , , , , , , ,"addr:housenumber=>""43-45"",""addr:street""=>""加连威老道 Granville Road"",""phone""=>""+852 2366 3088"",""shop""=>""clothes""",22.300335,114.174989,1,1
288,点,1729,1853,7035053985, , , , , , , , ,"amenity=>""restaurant"",""name:en""=>""Daikiya""",22.300338,114.172577,1,1
289,点,1730,1216,4850515480,Camron Leather Goods Company, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""shop""=>""leather""",22.300339,114.17313,1,1
290,点,1731,2427,11250049594, , , , , , , , ,"addr:housenumber=>""46-40"",""addr:street""=>""加拿分道 Carnarvon Road""",22.30034,114.173179,1,1
291,点,1736,2736,12769429235,Kurasu, , , , , , , ,"amenity=>""cafe""",22.300368,114.172296,1,1
292,点,1738,1248,4850592336,New Kwok Wah Meat Company, , , , , , , ,"addr:street=>""金巴利街 Kimberley Street"",""shop""=>""butcher""",22.30038,114.17433,1,1
293,点,1741,2430,11250049597, , , , , , , , ,"addr:housenumber=>""55"",""addr:street""=>""加拿分道 Carnarvon Road""",22.300384,114.173304,1,1
294,点,1742,1217,4850515481,Money Exchange RMB, , , , , , , ,"amenity=>""bureau_de_change""",22.300387,114.173116,1,1
295,点,1743,1544,5983133396, , ,crossing, , , , , ,"crossing=>""uncontrolled""",22.30039,114.172095,1,1
296,点,1744,1760,6705233528, , ,traffic_signals,K177, , , , , ,22.30039,114.171954,1,1
297,点,1749,1247,4850592335,江夏五金电器批发, , , , , , , ,"addr:street=>""金巴利街 Kimberley Street"",""shop""=>""hardware""",22.300399,114.174407,1,1
298,点,1750,1921,7652187099,Don Don Donki, , , , , , , ,"addr:building=>""美丽华广场二期 Mira Place 2"",""addr:building:en""=>""Mira Place 2"",""addr:building:zh""=>""美丽华广场二期"",""addr:housename""=>""美丽华广场 Mira Place"",""addr:housename:en""=>""Mira Place"",""addr:housename:zh""=>""美丽华广场"",""",22.300399,114.172477,1,1
299,点,1752,1245,4850592333,Hang Fat Glass and Mirror, , , , , , , ,"addr:street=>""金巴利街 Kimberley Street"",""disused:shop""=>""window_blind""",22.300407,114.174443,1,1
300,点,1754,1246,4850592334,Dream House, , , , , , , ,"addr:street=>""金巴利街 Kimberley Street"",""disused:office""=>""estate_agent"",""name:zh""=>""理想置业""",22.300412,114.174463,1,1
301,点,1755,2735,12769429234, , , , , , , , ,"access=>""yes"",""entrance""=>""yes""",22.300412,114.172396,1,1
302,点,1758,2578,11782663636,Puradak Chicken, , , , , , , ,"amenity=>""restaurant""",22.300427,114.174521,1,1
303,点,1762,1543,5983133395, , ,crossing, , , , , ,"crossing=>""uncontrolled""",22.300442,114.172089,1,1
304,点,1763,132,1952729527, , , , , , , , ,"entrance=>""yes""",22.300442,114.172545,1,1
305,点,1766,1244,4850592332,New World Mart, , , , , , , ,"addr:street=>""金巴利街 Kimberley Street"",""shop""=>""yes""",22.300452,114.174597,1,1
306,点,1768,1672,6384079248, , ,traffic_signals, , , , , ,"crossing=>""separate"",""traffic_signals""=>""signal""",22.300456,114.171935,1,1
307,点,1770,2698,12757687932, , , ,LCSD YTM/18, , , , ,"circumference=>""1.25"",""denotation""=>""natural_monument"",""height""=>""16"",""natural""=>""tree"",""species""=>""Ficus microcarpa"",""species:zh""=>""榕树 Chinese Banyan""",22.300459,114.171866,1,1
308,点,1772,1243,4850592331,Tycoons Café, , , , , , , ,"addr:street=>""金巴利街 Kimberley Street"",""amenity""=>""cafe""",22.300464,114.174642,1,1
309,点,1781,1242,4850592330,Han Spoon, , , , , , , ,"addr:street=>""金巴利街 Kimberley Street"",""amenity""=>""restaurant""",22.300497,114.174765,1,1
310,点,1784,897,4848052033,Nike, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""brand""=>""Nike"",""brand:wikidata""=>""Q483915"",""brand:wikipedia""=>""en:Nike, Inc."",""shop""=>""clothes""",22.300499,114.171725,1,1
311,点,1786,1670,6384079242, , ,crossing, , , , , ,"crossing=>""traffic_signals"",""crossing:island""=>""no""",22.30051,114.17193,1,1
312,点,1787,1889,7109128787, , , , , , , , ,"name:en=>""Antique Camera stores"",""shop""=>""photo""",22.300514,114.17302,1,1
313,点,1788,1671,6384079245, , ,crossing, , , , , ,"crossing=>""traffic_signals"",""crossing:island""=>""no""",22.300515,114.172002,1,1
314,点,1789,825,4840552721, , , , , , , , ,"name:en=>""Champagne court"",""shop""=>""electronics""",22.300521,114.173132,1,1
315,点,1791,1322,4850718814,莎莎 Sasa, , , , , , , ,"addr:street=>""金巴利道 Kimberley Road"",""brand""=>""莎莎 Sasa"",""brand:en""=>""Sasa"",""brand:wikidata""=>""Q15910675"",""brand:wikipedia""=>""zh:莎莎国际"",""brand:zh""=>""莎莎"",""name:en""=>""Sasa"",""name:zh""=>""莎莎"",""shop""=>""cosmetics""",22.300527,114.173304,1,1
316,点,1792,868,4848017063,Swatch, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""brand""=>""Swatch"",""brand:wikidata""=>""Q573422"",""shop""=>""watches""",22.300528,114.172251,1,1
317,点,1794,2428,11250049595, , , , , , , , ,"addr:housenumber=>""18-20"",""addr:street""=>""金巴利道 Kimberley Road""",22.30053,114.173026,1,1
318,点,1797,2532,11542491221, , ,crossing, , , , , , ,22.300537,114.173191,1,1
319,点,1799,131,1952729524, , , , , , , , ,"entrance=>""yes""",22.300541,114.17252,1,1
320,点,1800,1241,4850592329,Shun Tai Ling Houseware & Grocery, , , , , , , ,"addr:street=>""金巴利街 Kimberley Street"",""shop""=>""convenience""",22.300543,114.175003,1,1
321,点,1804,1446,5087660044,ICE FIRE, , , , , , , ,"addr:city=>""Hong Kong"",""addr:district""=>""尖沙咀 Tsim Sha Tsui"",""addr:street""=>""美丽华广场 MIRA PLACE 1"",""clothes""=>""women;children;men"",""opening_hours""=>""Mo-Su 12:00-21:00"",""operator""=>""ICE FIRE LITIMED"",""shop""=>""clothes""",22.300555,114.172397,1,1
322,点,1805,1336,4850730443,Wing Lee Company, , , , , , , ,"addr:street=>""金巴利街 Kimberley Street"",""shop""=>""yes""",22.300562,114.174689,1,1
323,点,1806,1673,6384079249, , ,traffic_signals, , , , , ,"crossing=>""separate"",""traffic_signals""=>""signal""",22.300563,114.171998,1,1
324,点,1807,2699,12757687933, , , ,LCSD YTM/17, , , , ,"circumference=>""0.9"",""denotation""=>""natural_monument"",""height""=>""10"",""natural""=>""tree"",""species""=>""Ficus microcarpa"",""species:zh""=>""榕树 Chinese Banyan""",22.300565,114.171854,1,1
325,点,1810,741,4505562289, , , , , , , , ,"amenity=>""restaurant"",""name:en""=>""Din Tail Fung, Mira Mall""",22.30057,114.172299,1,1
326,点,1811,1335,4850730438,Green Living, , , , , , , ,"addr:street=>""金巴利街 Kimberley Street"",""office""=>""company""",22.300571,114.174846,1,1
327,点,1818,2429,11250049596, , , , , , , , ,"addr:housenumber=>""26"",""addr:street""=>""金巴利道 Kimberley Road""",22.300587,114.173361,1,1
328,点,1820,1334,4850730437,Mee Wah Co., , , , , , , ,"addr:street=>""金巴利街 Kimberley Street"",""office""=>""company""",22.300594,114.174907,1,1
329,点,1821,867,4848017061,Armani Exchange, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""brand""=>""Armani Exchange"",""brand:wikidata""=>""Q56045740"",""clothes""=>""men;women"",""shop""=>""clothes""",22.300594,114.172185,1,1
330,点,1823,1323,4850718815,Ultimate, , , , , , , ,"addr:street=>""金巴利道 Kimberley Road"",""shop""=>""yes""",22.300612,114.173765,1,1
331,点,1831,2700,12757687934, , , ,LCSD YTM/16, , , , ,"circumference=>""1.16"",""denotation""=>""natural_monument"",""height""=>""13"",""natural""=>""tree"",""species""=>""Ficus microcarpa"",""species:zh""=>""榕树 Chinese Banyan""",22.300646,114.171851,1,1
332,点,1833,1324,4850718816,Kenki, , , , , , , ,"addr:street=>""金巴利道 Kimberley Road"",""shop""=>""clothes""",22.300653,114.173926,1,1
333,点,1837,1325,4850719121,E-Rave, , , , , , , ,"addr:street=>""金巴利道 Kimberley Road"",""shop""=>""yes""",22.300665,114.174067,1,1
334,点,1847,1444,5069449421,诺士佛台 Knutsford Terrace, , , , , , , ,"name:en=>""Knutsford Terrace"",""name:zh""=>""诺士佛台"",""tourism""=>""attraction"",""wikidata""=>""Q6424045"",""wikimedia_commons""=>""Category:Knutsford Terrace"",""wikipedia""=>""zh:诺士佛台""",22.300698,114.173123,1,1
